,mem,int,tru,emp,aes,itt,cft,topic,img_index,mem-why,int-why,tru-why,emp-why,aes-why,itt-why,cft-why,chart_name
797,7,7,7,7,7,7,1,HousePrice,7,The percentages are easy to remember,You can see how the pandemic had a big impact on house prices,you can see the inflation of countries with respect to what they earn,the prices are too high,it's really interesting see how prices increased so much in a single year, you guess how prices will continue to increase,I would be afraid to be in those countries with such a high level of house inflation,HousePrice-7
798,3,5,4,4,6,5,5,GlobalWarming,11,Its interface is a bit complicated,It is a bit interesting with the way the chart displays the information,"It could be trustworthy or not, no one can tell at first glance ",I can at least work with it and understand it,Its design is commendable,It looks true from the look of it,The chart is okay for me.,GlobalWarming-11
799,6,6,6,6,4,6,7,GlobalWarming,12,It looks clear,Information on the chart is interesting,The display of the information looks believable ,I can work with it,It is in between ,I can easily get information from the chart,The information displayed is clear enough for me,GlobalWarming-12
800,3,3,0,1,5,0,1,GlobalWarming,1,Partially one could be able to recall as the information seems complex,Doesn't look interesting to me,I can't tell as it seems complicated,I find it difficult understanding the chart,It is a beautiful chart,Someone seeing this type of chart for the first time wouldn't be able to understand it,Unable to really understand the chart,GlobalWarming-1
801,4,6,6,6,6,6,6,GlobalWarming,2,One could easily recall the information provided to an extent,It is interesting as its information is important,Looks trustworthy from the look of it,I can work with it,It has beautiful colours and is well arranged,It has enough information,Every information needed is on the chart,GlobalWarming-2
802,3,6,6,6,6,5,6,GlobalWarming,9,Its quite complicated to easily recall,It is an interesting chart ,Looks like real facts if you do your research,I could still work with this chart,It has a good design,Has information needed,I can understand it pretty well,GlobalWarming-9
803,6,4,0,0,6,0,1,GlobalWarming,10,Anyone can recall the numbers,Its okay,I think the information is limited,The insufficient information wouldn't let me,It is a beautiful chart design,Its quite complicated to understand as there are no much information,I don't think I can work with this chart,GlobalWarming-10
804,4,0,5,6,2,2,4,COVID,2,The chart is a bit confusing to read,I do not find anything interesting about the chart,The sources below seem credible ,I can understand the perspective driven by the chart ,The chart is ugly,The chart is not intuitive ,The chart is okay ,COVID-2
805,5,5,6,0,5,5,6,COVID,3,The map layout helps make it easier to remember ,The  number of vaccination rates is more than I anticipated ,"The chart is from USDA , a very credible source ",The perspective is hidden ,The map design is nice,The chart is easy to use and understand ,I like the chart,COVID-3
806,5,3,2,2,3,6,4,COVID,10,The chart is easy to read,The chart is boring ,There is no credible source listed on the chart ,I don't feel the chart ,The chartis ugly and shows that less effort was put into making it,The chart is easy to use and understand ,I'm neither comfortable nor uncomfortable with it,COVID-10
807,2,6,2,2,4,3,3,COVID,11,The chart is complex and has a lot of features ,It has has a lot of features ,No sources listed so could be false,I don't ,The appearance is neither appealing nor appalling ,The chart is hard to understand and read,I am not comfortable with the chart,COVID-11
808,5,5,5,0,2,5,5,COVID,12,The chart I easy to read,The information is interesting ,The sources is a credible one,I can't ,The chart is ugly,The chart is easy to read and understand,I like the chart,COVID-12
809,6,2,2,0,1,5,6,COVID,1,The chart is simple and easy to read and remember ,The chart is too simple,The chart has no credible source ,I can't ,The chart is bland,The chartis easyto understand ,It's simple and easy to read,COVID-1
810,3,6,6,2,2,6,4,COVID,9,The chart has too many data to be easily remembered in my opinion,"The chart refers to the COVID-19 cases, which is kind of interesting for me",The chart seems to be trustworthy for me as i think it represents real data,I don't empathize with it,It shows to many colors,I think the chart is intuitive because it represents COVID-19 cases,I feel neutral towards the chart,COVID-9
811,1,4,7,3,6,2,3,COVID,4,"While the chart is visually appealing, its design is somewhat complex with multiple colors and segments.","The chart presents a common topic, but its design doesn't offer any unique or surprising elements that would make it particularly engaging. I feel neutral towards it.","The chart provides clear labels for each country and percentage, making it easy to interpret the data. ",There's nothing in this chart to empathize with in my opinion.,The use of a pie chart is a common and reliable method for representing proportions. The colors provide clear data,"While the chart uses a common visualization method (pie chart), its design with multiple segments and colors might make it somewhat difficult for users to quickly understand the data without careful examination.","I feel neutral towards it. The chart design may be straightforward, but is difficult to quickly understand",COVID-4
812,1,7,7,7,7,7,7,COVID,5,The chart's design involves a line graph with multiple data points and a color gradient. ,"The chart presents a visually engaging representation of an important public health topic, the COVID-19 hospitalization rates. ","The chart is created by the CDC, a reputable public health organization. ",The chart depicts a serious public health issue that has affected many people worldwide.,The chart's use of a color gradient and the overall visual design create a visually appealing and informative presentation,The use of a line graph is a common and intuitive way to represent trends over time. ,The chart's design is straightforward and easy to interpret.,COVID-5
